VAR,Variable,ICU_Type,Statistics_Type,Measure,COU,Country,Continent,Year,OBS_VALUE
ICUBPAED,Total paediatric ICU beds,Paediatric ICU,Total,Per 1 000 population,CAN,Canada,North America,2016,0.01
ICUBTOTA,Total ICU beds (average),Total ICU Beds,Average,Per 100 000 population,JPN,Japan,Asia,2016,17.83
ICUBAAVG,Total adult ICU beds (average),Adult ICU,Average,Per 100 000 population,AUT,Austria,Europe,2016,21.88
ICUBCAVG,Critical care adult beds (average),Critical Care Adult ICU,Average,Per 100 000 population,ITA,Italy,Europe,2016,8.13
ICUORMAX,Total adult ICU occupancy rate (maximum),Adult ICU,Occupancy Rate,% of available beds,ISR,Israel,Asia,2016,81.07
ICUBTOTA,Total ICU beds (average),Total ICU Beds,Average,Per 100 000 population,LTU,Lithuania,Europe,2016,24.72
ICUBPAED,Total paediatric ICU beds,Paediatric ICU,Total,Per 100 000 population,JPN,Japan,Asia,2016,0.07
ICUBAAVG,Total adult ICU beds (average),Adult ICU,Average,Per 100 000 population,CHE,Switzerland,Europe,2016,10.03
ICUBPAED,Total paediatric ICU beds,Paediatric ICU,Total,Per 100 000 population,LTU,Lithuania,Europe,2016,3.38
ICUBPAED,Total paediatric ICU beds,Paediatric ICU,Total,Per 1 000 population,AUT,Austria,Europe,2016,0.03
ICUBTOTA,Total ICU beds (average),Total ICU Beds,Average,Per 1 000 population,AUT,Austria,Europe,2016,0.28
ICUBCAVG,Critical care adult beds (average),Critical Care Adult ICU,Average,Per 1 000 population,JPN,Japan,Asia,2016,0.09
ICUORAVG,Total adult ICU occupancy rate (average),Adult ICU,Occupancy Rate,% of available beds,FRA,France,Europe,2016,84.52
ICUBNEON,Total neonatal ICU beds,Neonatal ICU,Total,Per 1 000 population,JPN,Japan,Asia,2016,0.05
ICUBPAED,Total paediatric ICU beds,Paediatric ICU,Total,Per 1 000 population,CHE,Switzerland,Europe,2016,0.01
ICUBTOTA,Total ICU beds (average),Total ICU Beds,Average,Per 100 000 population,DEU,Germany,Europe,2016,33.53
ICUBCAVG,Critical care adult beds (average),Critical Care Adult ICU,Average,Per 100 000 population,AUS,Australia,Oceania,2016,7.23
ICUBCAVG,Critical care adult beds (average),Critical Care Adult ICU,Average,Per 1 000 population,IRL,Ireland,Europe,2016,0.05
ICUBAAVG,Total adult ICU beds (average),Adult ICU,Average,Per 100 000 population,CAN,Canada,North America,2016,11.88
ICUBCAVG,Critical care adult beds (average),Critical Care Adult ICU,Average,Per 1 000 population,ISR,Israel,Asia,2016,0.09
ICUBAAVG,Total adult ICU beds (average),Adult ICU,Average,Per 100 000 population,PRT,Portugal,Europe,2016,8.53
ICUBAAVG,Total adult ICU beds (average),Adult ICU,Average,Per 1 000 population,AUS,Australia,Oceania,2016,0.08
ICUBTOTA,Total ICU beds (average),Total ICU Beds,Average,Per 1 000 population,PRT,Portugal,Europe,2016,0.12
ICUBNEON,Total neonatal ICU beds,Neonatal ICU,Total,Per 1 000 population,TUR,Türkiye,Asia,2016,0.14
ICUORAVG,Total adult ICU occupancy rate (average),Adult ICU,Occupancy Rate,% of available beds,CHE,Switzerland,Europe,2016,79.26
ICUBCAVG,Critical care adult beds (average),Critical Care Adult ICU,Average,Per 1 000 population,TUR,Türkiye,Asia,2016,0.21
ICUBPAED,Total paediatric ICU beds,Paediatric ICU,Total,Per 100 000 population,TUR,Türkiye,Asia,2016,1.52
ICUBPAED,Total paediatric ICU beds,Paediatric ICU,Total,Per 1 000 population,PRT,Portugal,Europe,2016,0.01
ICUBPAED,Total paediatric ICU beds,Paediatric ICU,Total,Per 1 000 population,FRA,France,Europe,2016,0.02
ICUBTOTA,Total ICU beds (average),Total ICU Beds,Average,Per 100 000 population,TUR,Türkiye,Asia,2016,41.71
ICUBCAVG,Critical care adult beds (average),Critical Care Adult ICU,Average,Per 100 000 population,LVA,Latvia,Europe,2016,9.65
ICUBTOTA,Total ICU beds (average),Total ICU Beds,Average,Per 100 000 population,ISR,Israel,Asia,2016,20.75
ICUBTOTA,Total ICU beds (average),Total ICU Beds,Average,Per 1 000 population,CAN,Canada,North America,2016,0.17
ICUBAMAX,Total adult ICU beds (maximum),Adult ICU,Maximum,Per 100 000 population,ISR,Israel,Asia,2016,10.12
ICUBNEON,Total neonatal ICU beds,Neonatal ICU,Total,Per 1 000 population,ESP,Spain,Europe,2016,0.02
ICUBAAVG,Total adult ICU beds (average),Adult ICU,Average,Per 100 000 population,LTU,Lithuania,Europe,2016,21.34
ICUBAAVG,Total adult ICU beds (average),Adult ICU,Average,Per 1 000 population,AUT,Austria,Europe,2016,0.22
ICUBPAED,Total paediatric ICU beds,Paediatric ICU,Total,Per 100 000 population,ISR,Israel,Asia,2016,1.65
ICUBCAVG,Critical care adult beds (average),Critical Care Adult ICU,Average,Per 1 000 population,ITA,Italy,Europe,2016,0.08
ICUBAAVG,Total adult ICU beds (average),Adult ICU,Average,Per 1 000 population,CHE,Switzerland,Europe,2016,0.1
ICUBTOTA,Total ICU beds (average),Total ICU Beds,Average,Per 1 000 population,LTU,Lithuania,Europe,2016,0.25
ICUBNEON,Total neonatal ICU beds,Neonatal ICU,Total,Per 1 000 population,ISR,Israel,Asia,2016,0.09
ICUBAAVG,Total adult ICU beds (average),Adult ICU,Average,Per 100 000 population,FRA,France,Europe,2016,26.88
ICUBCAVG,Critical care adult beds (average),Critical Care Adult ICU,Average,Per 100 000 population,IRL,Ireland,Europe,2016,4.92
ICUBAMAX,Total adult ICU beds (maximum),Adult ICU,Maximum,Per 1 000 population,NLD,Netherlands,Europe,2016,0.13
ICUBTOTA,Total ICU beds (average),Total ICU Beds,Average,Per 1 000 population,FRA,France,Europe,2016,0.31
ICUBCAVG,Critical care adult beds (average),Critical Care Adult ICU,Average,Per 1 000 population,ESP,Spain,Europe,2016,0.1
ICUBCAVG,Critical care adult beds (average),Critical Care Adult ICU,Average,Per 100 000 population,AUT,Austria,Europe,2016,13.44
ICUBCAVG,Critical care adult beds (average),Critical Care Adult ICU,Average,Per 100 000 population,CHE,Switzerland,Europe,2016,7.79
ICUBAAVG,Total adult ICU beds (average),Adult ICU,Average,Per 100 000 population,AUS,Australia,Oceania,2016,7.53
ICUORAVG,Total adult ICU occupancy rate (average),Adult ICU,Occupancy Rate,% of available beds,IRL,Ireland,Europe,2020,81
ICUBAAVG,Total adult ICU beds (average),Adult ICU,Average,Per 100 000 population,IRL,Ireland,Europe,2020,5.92
ICUORMAX,Total adult ICU occupancy rate (maximum),Adult ICU,Occupancy Rate,% of available beds,IRL,Ireland,Europe,2020,91
ICUBCAVG,Critical care adult beds (average),Critical Care Adult ICU,Average,Per 100 000 population,LTU,Lithuania,Europe,2020,20.29
ICUBCMAX,Critical care adult beds (maximum),Critical Care Adult ICU,Maximum,Per 1 000 population,ESP,Spain,Europe,2020,0.2
ICUBCMAX,Critical care adult beds (maximum),Critical Care Adult ICU,Maximum,Per 100 000 population,IRL,Ireland,Europe,2020,7.28
ICUBAMAX,Total adult ICU beds (maximum),Adult ICU,Maximum,Per 1 000 population,IRL,Ireland,Europe,2020,0.07
ICUBCAVG,Critical care adult beds (average),Critical Care Adult ICU,Average,Per 1 000 population,LTU,Lithuania,Europe,2020,0.2
ICUBCMAX,Critical care adult beds (maximum),Critical Care Adult ICU,Maximum,Per 100 000 population,ESP,Spain,Europe,2020,19.6
ICUBAMAX,Total adult ICU beds (maximum),Adult ICU,Maximum,Per 1 000 population,ESP,Spain,Europe,2020,0.27
ICUBCAVG,Critical care adult beds (average),Critical Care Adult ICU,Average,Per 1 000 population,IRL,Ireland,Europe,2020,0.06
ICUBAMAX,Total adult ICU beds (maximum),Adult ICU,Maximum,Per 100 000 population,IRL,Ireland,Europe,2020,7.28
ICUBCMAX,Critical care adult beds (maximum),Critical Care Adult ICU,Maximum,Per 1 000 population,IRL,Ireland,Europe,2020,0.07
ICUBAAVG,Total adult ICU beds (average),Adult ICU,Average,Per 1 000 population,IRL,Ireland,Europe,2020,0.06
ICUORMAX,Total adult ICU occupancy rate (maximum),Adult ICU,Occupancy Rate,% of available beds,AUS,Australia,Oceania,2020,80.9
ICUBAMAX,Total adult ICU beds (maximum),Adult ICU,Maximum,Per 100 000 population,ESP,Spain,Europe,2020,26.57
ICUBCAVG,Critical care adult beds (average),Critical Care Adult ICU,Average,Per 100 000 population,IRL,Ireland,Europe,2020,5.92
ICUBCMAX,Critical care adult beds (maximum),Critical Care Adult ICU,Maximum,Per 1 000 population,ESP,Spain,Europe,2017,0.19
ICUORAVG,Total adult ICU occupancy rate (average),Adult ICU,Occupancy Rate,% of available beds,CAN,Canada,North America,2017,78.03
ICUBCMAX,Critical care adult beds (maximum),Critical Care Adult ICU,Maximum,Per 100 000 population,ESP,Spain,Europe,2017,19.27
ICUBAMAX,Total adult ICU beds (maximum),Adult ICU,Maximum,Per 1 000 population,ESP,Spain,Europe,2017,0.23
ICUORMAX,Total adult ICU occupancy rate (maximum),Adult ICU,Occupancy Rate,% of available beds,AUS,Australia,Oceania,2017,78.9
ICUBAMAX,Total adult ICU beds (maximum),Adult ICU,Maximum,Per 100 000 population,ESP,Spain,Europe,2017,23.15
ICUBCMAX,Critical care adult beds (maximum),Critical Care Adult ICU,Maximum,Per 1 000 population,ESP,Spain,Europe,2016,0.19
ICUORAVG,Total adult ICU occupancy rate (average),Adult ICU,Occupancy Rate,% of available beds,CAN,Canada,North America,2016,76.29
ICUBCMAX,Critical care adult beds (maximum),Critical Care Adult ICU,Maximum,Per 100 000 population,ESP,Spain,Europe,2016,19.31
ICUBAMAX,Total adult ICU beds (maximum),Adult ICU,Maximum,Per 1 000 population,ESP,Spain,Europe,2016,0.23
ICUORMAX,Total adult ICU occupancy rate (maximum),Adult ICU,Occupancy Rate,% of available beds,AUS,Australia,Oceania,2016,79
ICUBAMAX,Total adult ICU beds (maximum),Adult ICU,Maximum,Per 100 000 population,ESP,Spain,Europe,2016,23.2
ICUBCMAX,Critical care adult beds (maximum),Critical Care Adult ICU,Maximum,Per 1 000 population,ESP,Spain,Europe,2018,0.2
ICUORAVG,Total adult ICU occupancy rate (average),Adult ICU,Occupancy Rate,% of available beds,CAN,Canada,North America,2018,78.93
ICUBCMAX,Critical care adult beds (maximum),Critical Care Adult ICU,Maximum,Per 100 000 population,ESP,Spain,Europe,2018,19.54
ICUBAMAX,Total adult ICU beds (maximum),Adult ICU,Maximum,Per 1 000 population,ESP,Spain,Europe,2018,0.23
ICUORMAX,Total adult ICU occupancy rate (maximum),Adult ICU,Occupancy Rate,% of available beds,AUS,Australia,Oceania,2018,79.5
ICUBAMAX,Total adult ICU beds (maximum),Adult ICU,Maximum,Per 100 000 population,ESP,Spain,Europe,2018,23.47
ICUBCAVG,Critical care adult beds (average),Critical Care Adult ICU,Average,Per 100 000 population,NLD,Netherlands,Europe,2019,6.98
ICUBCAVG,Critical care adult beds (average),Critical Care Adult ICU,Average,Per 1 000 population,NLD,Netherlands,Europe,2019,0.07
ICUBCMAX,Critical care adult beds (maximum),Critical Care Adult ICU,Maximum,Per 1 000 population,ESP,Spain,Europe,2019,0.19
ICUORAVG,Total adult ICU occupancy rate (average),Adult ICU,Occupancy Rate,% of available beds,CAN,Canada,North America,2019,76.61
ICUBCMAX,Critical care adult beds (maximum),Critical Care Adult ICU,Maximum,Per 100 000 population,ESP,Spain,Europe,2019,19.21
ICUBAMAX,Total adult ICU beds (maximum),Adult ICU,Maximum,Per 1 000 population,ESP,Spain,Europe,2019,0.23
ICUORMAX,Total adult ICU occupancy rate (maximum),Adult ICU,Occupancy Rate,% of available beds,AUS,Australia,Oceania,2019,83.5
ICUBAMAX,Total adult ICU beds (maximum),Adult ICU,Maximum,Per 100 000 population,ESP,Spain,Europe,2019,23.08
ICUBCMAX,Critical care adult beds (maximum),Critical Care Adult ICU,Maximum,Per 1 000 population,ESP,Spain,Europe,2015,0.2
ICUORAVG,Total adult ICU occupancy rate (average),Adult ICU,Occupancy Rate,% of available beds,CAN,Canada,North America,2015,77.15
ICUBCMAX,Critical care adult beds (maximum),Critical Care Adult ICU,Maximum,Per 100 000 population,ESP,Spain,Europe,2015,19.53
ICUBAMAX,Total adult ICU beds (maximum),Adult ICU,Maximum,Per 1 000 population,ESP,Spain,Europe,2015,0.23
ICUORMAX,Total adult ICU occupancy rate (maximum),Adult ICU,Occupancy Rate,% of available beds,AUS,Australia,Oceania,2015,80.9
ICUBAMAX,Total adult ICU beds (maximum),Adult ICU,Maximum,Per 100 000 population,ESP,Spain,Europe,2015,23.46
ICUORAVG,Total adult ICU occupancy rate (average),Adult ICU,Occupancy Rate,% of available beds,EST,Estonia,Europe,2017,60.33
ICUBAAVG,Total adult ICU beds (average),Adult ICU,Average,Per 100 000 population,LVA,Latvia,Europe,2015,9.81
ICUBAAVG,Total adult ICU beds (average),Adult ICU,Average,Per 100 000 population,LVA,Latvia,Europe,2016,9.65
ICUBAAVG,Total adult ICU beds (average),Adult ICU,Average,Per 100 000 population,LVA,Latvia,Europe,2017,9.53
ICUBAAVG,Total adult ICU beds (average),Adult ICU,Average,Per 100 000 population,LVA,Latvia,Europe,2018,9.86
ICUBAAVG,Total adult ICU beds (average),Adult ICU,Average,Per 100 000 population,LVA,Latvia,Europe,2019,11.08
ICUBAAVG,Total adult ICU beds (average),Adult ICU,Average,Per 100 000 population,LVA,Latvia,Europe,2020,12.73
ICUBPAED,Total paediatric ICU beds,Paediatric ICU,Total,Per 1 000 population,LVA,Latvia,Europe,2015,0.02
ICUBPAED,Total paediatric ICU beds,Paediatric ICU,Total,Per 1 000 population,LVA,Latvia,Europe,2016,0.02
ICUBPAED,Total paediatric ICU beds,Paediatric ICU,Total,Per 1 000 population,LVA,Latvia,Europe,2017,0.02
ICUBPAED,Total paediatric ICU beds,Paediatric ICU,Total,Per 1 000 population,LVA,Latvia,Europe,2018,0.02
ICUBPAED,Total paediatric ICU beds,Paediatric ICU,Total,Per 1 000 population,LVA,Latvia,Europe,2019,0.02
ICUBPAED,Total paediatric ICU beds,Paediatric ICU,Total,Per 1 000 population,LVA,Latvia,Europe,2020,0.02
ICUBAAVG,Total adult ICU beds (average),Adult ICU,Average,Per 1 000 population,NLD,Netherlands,Europe,2015,0.07
ICUBAAVG,Total adult ICU beds (average),Adult ICU,Average,Per 1 000 population,NLD,Netherlands,Europe,2016,0.07
ICUBAAVG,Total adult ICU beds (average),Adult ICU,Average,Per 1 000 population,NLD,Netherlands,Europe,2017,0.07
ICUBAAVG,Total adult ICU beds (average),Adult ICU,Average,Per 1 000 population,NLD,Netherlands,Europe,2018,0.07
ICUBAAVG,Total adult ICU beds (average),Adult ICU,Average,Per 1 000 population,NLD,Netherlands,Europe,2020,0.07
ICUBTOTA,Total ICU beds (average),Total ICU Beds,Average,Per 1 000 population,LVA,Latvia,Europe,2015,0.11
ICUBTOTA,Total ICU beds (average),Total ICU Beds,Average,Per 1 000 population,LVA,Latvia,Europe,2016,0.11
ICUBTOTA,Total ICU beds (average),Total ICU Beds,Average,Per 1 000 population,LVA,Latvia,Europe,2017,0.11
ICUBTOTA,Total ICU beds (average),Total ICU Beds,Average,Per 1 000 population,LVA,Latvia,Europe,2018,0.12
ICUBTOTA,Total ICU beds (average),Total ICU Beds,Average,Per 1 000 population,LVA,Latvia,Europe,2019,0.13
ICUBTOTA,Total ICU beds (average),Total ICU Beds,Average,Per 1 000 population,LVA,Latvia,Europe,2020,0.15
ICUBNEON,Total neonatal ICU beds,Neonatal ICU,Total,Per 1 000 population,ITA,Italy,Europe,2015,0.02
ICUBNEON,Total neonatal ICU beds,Neonatal ICU,Total,Per 1 000 population,ITA,Italy,Europe,2016,0.02
ICUBNEON,Total neonatal ICU beds,Neonatal ICU,Total,Per 1 000 population,ITA,Italy,Europe,2017,0.02
ICUBNEON,Total neonatal ICU beds,Neonatal ICU,Total,Per 1 000 population,ITA,Italy,Europe,2018,0.02
ICUBNEON,Total neonatal ICU beds,Neonatal ICU,Total,Per 1 000 population,ITA,Italy,Europe,2019,0.02
ICUBNEON,Total neonatal ICU beds,Neonatal ICU,Total,Per 1 000 population,ITA,Italy,Europe,2020,0.02
ICUBTOTA,Total ICU beds (average),Total ICU Beds,Average,Per 100 000 population,ESP,Spain,Europe,2015,12.21
ICUBTOTA,Total ICU beds (average),Total ICU Beds,Average,Per 100 000 population,ESP,Spain,Europe,2016,12.15
ICUBTOTA,Total ICU beds (average),Total ICU Beds,Average,Per 100 000 population,ESP,Spain,Europe,2017,12.14
ICUBTOTA,Total ICU beds (average),Total ICU Beds,Average,Per 100 000 population,ESP,Spain,Europe,2018,12.39
ICUBTOTA,Total ICU beds (average),Total ICU Beds,Average,Per 100 000 population,ESP,Spain,Europe,2019,12.19
ICUBTOTA,Total ICU beds (average),Total ICU Beds,Average,Per 100 000 population,ESP,Spain,Europe,2020,14.19
ICUBAAVG,Total adult ICU beds (average),Adult ICU,Average,Per 100 000 population,NZL,New Zealand,Oceania,2019,2.99
ICUORAVG,Total adult ICU occupancy rate (average),Adult ICU,Occupancy Rate,% of available beds,EST,Estonia,Europe,2015,59.19
ICUORAVG,Total adult ICU occupancy rate (average),Adult ICU,Occupancy Rate,% of available beds,EST,Estonia,Europe,2016,59.97
ICUBAAVG,Total adult ICU beds (average),Adult ICU,Average,Per 100 000 population,NZL,New Zealand,Oceania,2020,3.4
ICUORAVG,Total adult ICU occupancy rate (average),Adult ICU,Occupancy Rate,% of available beds,EST,Estonia,Europe,2018,61.05
ICUORAVG,Total adult ICU occupancy rate (average),Adult ICU,Occupancy Rate,% of available beds,EST,Estonia,Europe,2019,59.79
ICUORAVG,Total adult ICU occupancy rate (average),Adult ICU,Occupancy Rate,% of available beds,EST,Estonia,Europe,2020,57.65
ICUBCAVG,Critical care adult beds (average),Critical Care Adult ICU,Average,Per 100 000 population,FIN,Finland,Europe,2015,5.47
ICUBCAVG,Critical care adult beds (average),Critical Care Adult ICU,Average,Per 100 000 population,FIN,Finland,Europe,2016,5.46
ICUBCAVG,Critical care adult beds (average),Critical Care Adult ICU,Average,Per 100 000 population,FIN,Finland,Europe,2017,5.45
ICUBCAVG,Critical care adult beds (average),Critical Care Adult ICU,Average,Per 100 000 population,FIN,Finland,Europe,2018,5.44
ICUBCAVG,Critical care adult beds (average),Critical Care Adult ICU,Average,Per 100 000 population,FIN,Finland,Europe,2019,5.43
ICUBCAVG,Critical care adult beds (average),Critical Care Adult ICU,Average,Per 100 000 population,FIN,Finland,Europe,2020,5.62
ICUBNEON,Total neonatal ICU beds,Neonatal ICU,Total,Per 100 000 population,SWE,Sweden,Europe,2018,1.36
ICUBAAVG,Total adult ICU beds (average),Adult ICU,Average,Per 100 000 population,ITA,Italy,Europe,2015,8.01
ICUBAAVG,Total adult ICU beds (average),Adult ICU,Average,Per 100 000 population,ITA,Italy,Europe,2016,8.13
ICUBAAVG,Total adult ICU beds (average),Adult ICU,Average,Per 100 000 population,ITA,Italy,Europe,2017,8.32
ICUBAAVG,Total adult ICU beds (average),Adult ICU,Average,Per 100 000 population,ITA,Italy,Europe,2018,8.47
ICUBAAVG,Total adult ICU beds (average),Adult ICU,Average,Per 100 000 population,ITA,Italy,Europe,2019,8.53
ICUBAAVG,Total adult ICU beds (average),Adult ICU,Average,Per 100 000 population,ITA,Italy,Europe,2020,11.56
ICUBTOTA,Total ICU beds (average),Total ICU Beds,Average,Per 1 000 population,ITA,Italy,Europe,2015,0.1
ICUBTOTA,Total ICU beds (average),Total ICU Beds,Average,Per 1 000 population,ITA,Italy,Europe,2016,0.1
ICUBTOTA,Total ICU beds (average),Total ICU Beds,Average,Per 1 000 population,ITA,Italy,Europe,2017,0.1
ICUBTOTA,Total ICU beds (average),Total ICU Beds,Average,Per 1 000 population,ITA,Italy,Europe,2018,0.1
ICUBTOTA,Total ICU beds (average),Total ICU Beds,Average,Per 1 000 population,ITA,Italy,Europe,2019,0.1
ICUBTOTA,Total ICU beds (average),Total ICU Beds,Average,Per 1 000 population,ITA,Italy,Europe,2020,0.13
ICUBTOTA,Total ICU beds (average),Total ICU Beds,Average,Per 100 000 population,LVA,Latvia,Europe,2015,11.48
ICUBTOTA,Total ICU beds (average),Total ICU Beds,Average,Per 100 000 population,LVA,Latvia,Europe,2016,11.33
ICUBTOTA,Total ICU beds (average),Total ICU Beds,Average,Per 100 000 population,LVA,Latvia,Europe,2017,11.33
ICUBTOTA,Total ICU beds (average),Total ICU Beds,Average,Per 100 000 population,LVA,Latvia,Europe,2018,11.57
ICUBTOTA,Total ICU beds (average),Total ICU Beds,Average,Per 100 000 population,LVA,Latvia,Europe,2019,12.8
ICUBTOTA,Total ICU beds (average),Total ICU Beds,Average,Per 100 000 population,LVA,Latvia,Europe,2020,14.68
ICUBAAVG,Total adult ICU beds (average),Adult ICU,Average,Per 1 000 population,ESP,Spain,Europe,2015,0.11
ICUBAAVG,Total adult ICU beds (average),Adult ICU,Average,Per 1 000 population,ESP,Spain,Europe,2016,0.11
ICUBAAVG,Total adult ICU beds (average),Adult ICU,Average,Per 1 000 population,ESP,Spain,Europe,2017,0.1
ICUBAAVG,Total adult ICU beds (average),Adult ICU,Average,Per 1 000 population,ESP,Spain,Europe,2018,0.11
ICUBAAVG,Total adult ICU beds (average),Adult ICU,Average,Per 1 000 population,ESP,Spain,Europe,2019,0.1
ICUBAAVG,Total adult ICU beds (average),Adult ICU,Average,Per 1 000 population,ESP,Spain,Europe,2020,0.12
ICUBAAVG,Total adult ICU beds (average),Adult ICU,Average,Per 100 000 population,EST,Estonia,Europe,2015,37.41
ICUBAAVG,Total adult ICU beds (average),Adult ICU,Average,Per 100 000 population,EST,Estonia,Europe,2016,36.97
ICUBAAVG,Total adult ICU beds (average),Adult ICU,Average,Per 100 000 population,EST,Estonia,Europe,2017,37.78
ICUBAAVG,Total adult ICU beds (average),Adult ICU,Average,Per 100 000 population,EST,Estonia,Europe,2018,37.71
ICUBAAVG,Total adult ICU beds (average),Adult ICU,Average,Per 100 000 population,EST,Estonia,Europe,2019,38.12
ICUBAAVG,Total adult ICU beds (average),Adult ICU,Average,Per 100 000 population,EST,Estonia,Europe,2020,38.7
ICUBTOTA,Total ICU beds (average),Total ICU Beds,Average,Per 100 000 population,HRV,Croatia,Europe,2015,11.67
ICUBTOTA,Total ICU beds (average),Total ICU Beds,Average,Per 100 000 population,HRV,Croatia,Europe,2016,11.36
ICUBTOTA,Total ICU beds (average),Total ICU Beds,Average,Per 100 000 population,HRV,Croatia,Europe,2017,11.04
ICUBTOTA,Total ICU beds (average),Total ICU Beds,Average,Per 100 000 population,HRV,Croatia,Europe,2018,9.97
ICUBTOTA,Total ICU beds (average),Total ICU Beds,Average,Per 100 000 population,HRV,Croatia,Europe,2019,10.23
ICUBTOTA,Total ICU beds (average),Total ICU Beds,Average,Per 100 000 population,HRV,Croatia,Europe,2020,12.35
ICUBPAED,Total paediatric ICU beds,Paediatric ICU,Total,Per 100 000 population,LVA,Latvia,Europe,2015,1.67
ICUBPAED,Total paediatric ICU beds,Paediatric ICU,Total,Per 100 000 population,LVA,Latvia,Europe,2016,1.68
ICUBPAED,Total paediatric ICU beds,Paediatric ICU,Total,Per 100 000 population,LVA,Latvia,Europe,2017,1.8
ICUBPAED,Total paediatric ICU beds,Paediatric ICU,Total,Per 100 000 population,LVA,Latvia,Europe,2018,1.71
ICUBPAED,Total paediatric ICU beds,Paediatric ICU,Total,Per 100 000 population,LVA,Latvia,Europe,2019,1.72
ICUBPAED,Total paediatric ICU beds,Paediatric ICU,Total,Per 100 000 population,LVA,Latvia,Europe,2020,1.95
ICUBAAVG,Total adult ICU beds (average),Adult ICU,Average,Per 100 000 population,ESP,Spain,Europe,2015,10.63
ICUBAAVG,Total adult ICU beds (average),Adult ICU,Average,Per 100 000 population,ESP,Spain,Europe,2016,10.51
ICUBAAVG,Total adult ICU beds (average),Adult ICU,Average,Per 100 000 population,ESP,Spain,Europe,2017,10.44
ICUBAAVG,Total adult ICU beds (average),Adult ICU,Average,Per 100 000 population,ESP,Spain,Europe,2018,10.58
ICUBAAVG,Total adult ICU beds (average),Adult ICU,Average,Per 100 000 population,ESP,Spain,Europe,2019,10.43
ICUBAAVG,Total adult ICU beds (average),Adult ICU,Average,Per 100 000 population,ESP,Spain,Europe,2020,12.46
ICUBTOTA,Total ICU beds (average),Total ICU Beds,Average,Per 100 000 population,ITA,Italy,Europe,2020,13.46
ICUBTOTA,Total ICU beds (average),Total ICU Beds,Average,Per 1 000 population,ESP,Spain,Europe,2015,0.12
ICUBTOTA,Total ICU beds (average),Total ICU Beds,Average,Per 1 000 population,ESP,Spain,Europe,2016,0.12
ICUBTOTA,Total ICU beds (average),Total ICU Beds,Average,Per 1 000 population,ESP,Spain,Europe,2017,0.12
ICUBTOTA,Total ICU beds (average),Total ICU Beds,Average,Per 1 000 population,ESP,Spain,Europe,2018,0.12
ICUBTOTA,Total ICU beds (average),Total ICU Beds,Average,Per 1 000 population,ESP,Spain,Europe,2019,0.12
ICUBTOTA,Total ICU beds (average),Total ICU Beds,Average,Per 1 000 population,ESP,Spain,Europe,2020,0.14
ICUBNEON,Total neonatal ICU beds,Neonatal ICU,Total,Per 100 000 population,ITA,Italy,Europe,2015,1.87
ICUBNEON,Total neonatal ICU beds,Neonatal ICU,Total,Per 100 000 population,ITA,Italy,Europe,2016,1.9
ICUBNEON,Total neonatal ICU beds,Neonatal ICU,Total,Per 100 000 population,ITA,Italy,Europe,2017,1.86
ICUBNEON,Total neonatal ICU beds,Neonatal ICU,Total,Per 100 000 population,ITA,Italy,Europe,2018,1.78
ICUBNEON,Total neonatal ICU beds,Neonatal ICU,Total,Per 100 000 population,ITA,Italy,Europe,2019,1.88
ICUBNEON,Total neonatal ICU beds,Neonatal ICU,Total,Per 100 000 population,ITA,Italy,Europe,2020,1.89
ICUBTOTA,Total ICU beds (average),Total ICU Beds,Average,Per 1 000 population,HRV,Croatia,Europe,2015,0.12
ICUBTOTA,Total ICU beds (average),Total ICU Beds,Average,Per 1 000 population,HRV,Croatia,Europe,2016,0.11
ICUBTOTA,Total ICU beds (average),Total ICU Beds,Average,Per 1 000 population,HRV,Croatia,Europe,2017,0.11
ICUBTOTA,Total ICU beds (average),Total ICU Beds,Average,Per 1 000 population,HRV,Croatia,Europe,2018,0.1
ICUBTOTA,Total ICU beds (average),Total ICU Beds,Average,Per 1 000 population,HRV,Croatia,Europe,2019,0.1
ICUBTOTA,Total ICU beds (average),Total ICU Beds,Average,Per 1 000 population,HRV,Croatia,Europe,2020,0.12
ICUBAAVG,Total adult ICU beds (average),Adult ICU,Average,Per 1 000 population,ITA,Italy,Europe,2015,0.08
ICUBAAVG,Total adult ICU beds (average),Adult ICU,Average,Per 1 000 population,ITA,Italy,Europe,2016,0.08
ICUBAAVG,Total adult ICU beds (average),Adult ICU,Average,Per 1 000 population,ITA,Italy,Europe,2017,0.08
ICUBAAVG,Total adult ICU beds (average),Adult ICU,Average,Per 1 000 population,ITA,Italy,Europe,2018,0.08
ICUBAAVG,Total adult ICU beds (average),Adult ICU,Average,Per 1 000 population,ITA,Italy,Europe,2019,0.09
ICUBAAVG,Total adult ICU beds (average),Adult ICU,Average,Per 1 000 population,ITA,Italy,Europe,2020,0.12
ICUBNEON,Total neonatal ICU beds,Neonatal ICU,Total,Per 1 000 population,SWE,Sweden,Europe,2018,0.01
ICUBAAVG,Total adult ICU beds (average),Adult ICU,Average,Per 1 000 population,LVA,Latvia,Europe,2015,0.1
ICUBAAVG,Total adult ICU beds (average),Adult ICU,Average,Per 1 000 population,LVA,Latvia,Europe,2016,0.1
ICUBAAVG,Total adult ICU beds (average),Adult ICU,Average,Per 1 000 population,LVA,Latvia,Europe,2017,0.1
