VAR,Variable,ICU_Type,Statistics_Type,UNIT,Measure,COU,Country,Continent,Year,OBS_VALUE,OBS_STATUS
ICUBTOTA,Total ICU beds (average),Total ICU Beds,Average,RTOINPNB,Per 1 000 population,AUT,Austria,Europe,2019,0.28,A
ICUBPAED,Total paediatric ICU beds,Paediatric ICU,Total,RTOINPNB,Per 1 000 population,CHE,Switzerland,Europe,2019,0.01,A
ICUBTOTA,Total ICU beds (average),Total ICU Beds,Average,RTOALLNB,Per 100 000 population,DEU,Germany,Europe,2019,31.67,A
ICUBNEON,Total neonatal ICU beds,Neonatal ICU,Total,RTOALLNB,Per 100 000 population,KOR,Korea,Asia,2019,3.57,A
ICUBCAVG,Critical care adult beds (average),Critical Care Adult ICU,Average,RTOALLNB,Per 100 000 population,AUS,Australia,Oceania,2019,7.61,A
ICUBCAVG,Critical care adult beds (average),Critical Care Adult ICU,Average,RTOINPNB,Per 1 000 population,IRL,Ireland,Europe,2019,0.05,A
ICUBAAVG,Total adult ICU beds (average),Adult ICU,Average,RTOALLNB,Per 100 000 population,CAN,Canada,North America,2019,12.07,A
ICUBCAVG,Critical care adult beds (average),Critical Care Adult ICU,Average,RTOINPNB,Per 1 000 population,ISR,Israel,Asia,2019,0.1,A
ICUBAAVG,Total adult ICU beds (average),Adult ICU,Average,RTOALLNB,Per 100 000 population,PRT,Portugal,Europe,2019,8.96,A
ICUBAAVG,Total adult ICU beds (average),Adult ICU,Average,RTOINPNB,Per 1 000 population,KOR,Korea,Asia,2019,0.16,A
ICUORMAX,Total adult ICU occupancy rate (maximum),Adult ICU,Occupancy Rate,TXOCCUTX,% of available beds,CZE,Czechia,Europe,2019,68.6,A
ICUBPAED,Total paediatric ICU beds,Paediatric ICU,Total,RTOALLNB,Per 100 000 population,TUR,Türkiye,Asia,2019,2.15,A
ICUBAAVG,Total adult ICU beds (average),Adult ICU,Average,RTOINPNB,Per 1 000 population,AUS,Australia,Oceania,2019,0.08,A
ICUBTOTA,Total ICU beds (average),Total ICU Beds,Average,RTOINPNB,Per 1 000 population,PRT,Portugal,Europe,2019,0.12,A
ICUBNEON,Total neonatal ICU beds,Neonatal ICU,Total,RTOINPNB,Per 1 000 population,TUR,Türkiye,Asia,2019,0.16,A
ICUORAVG,Total adult ICU occupancy rate (average),Adult ICU,Occupancy Rate,TXOCCUTX,% of available beds,CHE,Switzerland,Europe,2019,75.74,A
ICUBCAVG,Critical care adult beds (average),Critical Care Adult ICU,Average,RTOINPNB,Per 1 000 population,TUR,Türkiye,Asia,2019,0.26,A
ICUBPAED,Total paediatric ICU beds,Paediatric ICU,Total,RTOALLNB,Per 100 000 population,USA,United States,North America,2019,1.57,A
ICUBTOTA,Total ICU beds (average),Total ICU Beds,Average,RTOALLNB,Per 100 000 population,HUN,Hungary,Europe,2019,18.71,A
ICUBPAED,Total paediatric ICU beds,Paediatric ICU,Total,RTOINPNB,Per 1 000 population,PRT,Portugal,Europe,2019,0.01,A
ICUBPAED,Total paediatric ICU beds,Paediatric ICU,Total,RTOALLNB,Per 100 000 population,HUN,Hungary,Europe,2019,2.01,A
ICUBAMAX,Total adult ICU beds (maximum),Adult ICU,Maximum,RTOALLNB,Per 100 000 population,HUN,Hungary,Europe,2019,11.27,A
ICUBPAED,Total paediatric ICU beds,Paediatric ICU,Total,RTOINPNB,Per 1 000 population,FRA,France,Europe,2019,0.02,A
ICUBNEON,Total neonatal ICU beds,Neonatal ICU,Total,RTOINPNB,Per 1 000 population,USA,United States,North America,2019,0.07,A
ICUBTOTA,Total ICU beds (average),Total ICU Beds,Average,RTOALLNB,Per 100 000 population,TUR,Türkiye,Asia,2019,48.38,A
ICUBNEON,Total neonatal ICU beds,Neonatal ICU,Total,RTOINPNB,Per 1 000 population,ISR,Israel,Asia,2019,0.09,A
ICUBPAED,Total paediatric ICU beds,Paediatric ICU,Total,RTOALLNB,Per 100 000 population,CRI,Costa Rica,North America,2019,1.44,A
ICUBCAVG,Critical care adult beds (average),Critical Care Adult ICU,Average,RTOINPNB,Per 1 000 population,USA,United States,North America,2019,0.05,A
ICUBAMAX,Total adult ICU beds (maximum),Adult ICU,Maximum,RTOALLNB,Per 100 000 population,ISR,Israel,Asia,2019,10.34,A
ICUBNEON,Total neonatal ICU beds,Neonatal ICU,Total,RTOINPNB,Per 1 000 population,HUN,Hungary,Europe,2019,0.05,A
ICUBCAVG,Critical care adult beds (average),Critical Care Adult ICU,Average,RTOALLNB,Per 100 000 population,LVA,Latvia,Europe,2019,11.08,A
ICUBTOTA,Total ICU beds (average),Total ICU Beds,Average,RTOALLNB,Per 100 000 population,ISR,Israel,Asia,2019,20.94,A
ICUBTOTA,Total ICU beds (average),Total ICU Beds,Average,RTOINPNB,Per 1 000 population,CAN,Canada,North America,2019,0.17,A
ICUBPAED,Total paediatric ICU beds,Paediatric ICU,Total,RTOINPNB,Per 1 000 population,AUS,Australia,Oceania,2019,0.01,A
ICUBAAVG,Total adult ICU beds (average),Adult ICU,Average,RTOALLNB,Per 100 000 population,LTU,Lithuania,Europe,2019,20.61,A
ICUBAAVG,Total adult ICU beds (average),Adult ICU,Average,RTOINPNB,Per 1 000 population,AUT,Austria,Europe,2019,0.22,A
ICUBPAED,Total paediatric ICU beds,Paediatric ICU,Total,RTOALLNB,Per 100 000 population,ISR,Israel,Asia,2019,1.78,A
ICUBPAED,Total paediatric ICU beds,Paediatric ICU,Total,RTOINPNB,Per 1 000 population,USA,United States,North America,2019,0.02,A
ICUBCAVG,Critical care adult beds (average),Critical Care Adult ICU,Average,RTOINPNB,Per 1 000 population,ITA,Italy,Europe,2019,0.09,A
ICUBAAVG,Total adult ICU beds (average),Adult ICU,Average,RTOINPNB,Per 1 000 population,CHE,Switzerland,Europe,2019,0.1,A
ICUBNEON,Total neonatal ICU beds,Neonatal ICU,Total,RTOINPNB,Per 1 000 population,ESP,Spain,Europe,2019,0.02,A
ICUBTOTA,Total ICU beds (average),Total ICU Beds,Average,RTOINPNB,Per 1 000 population,LTU,Lithuania,Europe,2019,0.24,A
ICUBAAVG,Total adult ICU beds (average),Adult ICU,Average,RTOALLNB,Per 100 000 population,FRA,France,Europe,2019,27.3,A
ICUBCAVG,Critical care adult beds (average),Critical Care Adult ICU,Average,RTOALLNB,Per 100 000 population,IRL,Ireland,Europe,2019,5.17,A
ICUORAVG,Total adult ICU occupancy rate (average),Adult ICU,Occupancy Rate,TXOCCUTX,% of available beds,FIN,Finland,Europe,2019,64.5,A
ICUBTOTA,Total ICU beds (average),Total ICU Beds,Average,RTOINPNB,Per 1 000 population,FRA,France,Europe,2019,0.32,A
ICUBPAED,Total paediatric ICU beds,Paediatric ICU,Total,RTOINPNB,Per 1 000 population,CZE,Czechia,Europe,2019,0.04,A
ICUBCAVG,Critical care adult beds (average),Critical Care Adult ICU,Average,RTOINPNB,Per 1 000 population,ESP,Spain,Europe,2019,0.1,A
ICUBCAVG,Critical care adult beds (average),Critical Care Adult ICU,Average,RTOALLNB,Per 100 000 population,AUT,Austria,Europe,2019,13.04,A
ICUBCAVG,Critical care adult beds (average),Critical Care Adult ICU,Average,RTOALLNB,Per 100 000 population,CHE,Switzerland,Europe,2019,7.66,A
ICUBAAVG,Total adult ICU beds (average),Adult ICU,Average,RTOALLNB,Per 100 000 population,AUS,Australia,Oceania,2019,8.11,A
ICUBTOTA,Total ICU beds (average),Total ICU Beds,Average,RTOALLNB,Per 100 000 population,FRA,France,Europe,2016,31.39,A
ICUORAVG,Total adult ICU occupancy rate (average),Adult ICU,Occupancy Rate,TXOCCUTX,% of available beds,LTU,Lithuania,Europe,2016,62.13,A
ICUBPAED,Total paediatric ICU beds,Paediatric ICU,Total,RTOALLNB,Per 100 000 population,FRA,France,Europe,2016,1.63,A
ICUBCAVG,Critical care adult beds (average),Critical Care Adult ICU,Average,RTOINPNB,Per 1 000 population,FRA,France,Europe,2016,0.16,A
ICUBTOTA,Total ICU beds (average),Total ICU Beds,Average,RTOINPNB,Per 1 000 population,MEX,Mexico,North America,2016,0.07,A
ICUBCMAX,Critical care adult beds (maximum),Critical Care Adult ICU,Maximum,RTOALLNB,Per 100 000 population,ISR,Israel,Asia,2016,9.6,A
ICUBAAVG,Total adult ICU beds (average),Adult ICU,Average,RTOALLNB,Per 100 000 population,ISR,Israel,Asia,2016,9.99,A
ICUBNEON,Total neonatal ICU beds,Neonatal ICU,Total,RTOINPNB,Per 1 000 population,FRA,France,Europe,2016,0.03,A
ICUBTOTA,Total ICU beds (average),Total ICU Beds,Average,RTOALLNB,Per 100 000 population,CAN,Canada,North America,2016,16.77,A
ICUBPAED,Total paediatric ICU beds,Paediatric ICU,Total,RTOALLNB,Per 100 000 population,AUS,Australia,Oceania,2016,0.45,A
ICUBTOTA,Total ICU beds (average),Total ICU Beds,Average,RTOINPNB,Per 1 000 population,ISR,Israel,Asia,2016,0.21,A
ICUBAAVG,Total adult ICU beds (average),Adult ICU,Average,RTOINPNB,Per 1 000 population,TUR,Türkiye,Asia,2016,0.26,A
ICUBPAED,Total paediatric ICU beds,Paediatric ICU,Total,RTOINPNB,Per 1 000 population,ISR,Israel,Asia,2016,0.02,A
ICUBNEON,Total neonatal ICU beds,Neonatal ICU,Total,RTOALLNB,Per 100 000 population,PRT,Portugal,Europe,2016,2.47,A
ICUBTOTA,Total ICU beds (average),Total ICU Beds,Average,RTOINPNB,Per 1 000 population,DEU,Germany,Europe,2016,0.34,A
ICUBAMAX,Total adult ICU beds (maximum),Adult ICU,Maximum,RTOINPNB,Per 1 000 population,ISR,Israel,Asia,2016,0.1,A
ICUBAAVG,Total adult ICU beds (average),Adult ICU,Average,RTOALLNB,Per 100 000 population,DEU,Germany,Europe,2016,30.06,A
ICUBCAVG,Critical care adult beds (average),Critical Care Adult ICU,Average,RTOALLNB,Per 100 000 population,NLD,Netherlands,Europe,2016,7.1,A
ICUBAAVG,Total adult ICU beds (average),Adult ICU,Average,RTOALLNB,Per 100 000 population,HUN,Hungary,Europe,2016,11.47,A
ICUBCAVG,Critical care adult beds (average),Critical Care Adult ICU,Average,RTOALLNB,Per 100 000 population,TUR,Türkiye,Asia,2016,21.17,A
ICUBNEON,Total neonatal ICU beds,Neonatal ICU,Total,RTOALLNB,Per 100 000 population,AUT,Austria,Europe,2016,3.18,A
ICUBCAVG,Critical care adult beds (average),Critical Care Adult ICU,Average,RTOINPNB,Per 1 000 population,CHE,Switzerland,Europe,2016,0.08,A
ICUBCAVG,Critical care adult beds (average),Critical Care Adult ICU,Average,RTOALLNB,Per 100 000 population,JPN,Japan,Asia,2016,9.47,A
ICUORAVG,Total adult ICU occupancy rate (average),Adult ICU,Occupancy Rate,TXOCCUTX,% of available beds,TUR,Türkiye,Asia,2016,71.05,A
ICUBPAED,Total paediatric ICU beds,Paediatric ICU,Total,RTOINPNB,Per 1 000 population,LTU,Lithuania,Europe,2016,0.03,A
ICUBPAED,Total paediatric ICU beds,Paediatric ICU,Total,RTOALLNB,Per 100 000 population,CHE,Switzerland,Europe,2016,1.49,A
ICUBAAVG,Total adult ICU beds (average),Adult ICU,Average,RTOINPNB,Per 1 000 population,JPN,Japan,Asia,2016,0.13,A
ICUBCMAX,Critical care adult beds (maximum),Critical Care Adult ICU,Maximum,RTOALLNB,Per 100 000 population,FIN,Finland,Europe,2016,5.46,A
ICUORAVG,Total adult ICU occupancy rate (average),Adult ICU,Occupancy Rate,TXOCCUTX,% of available beds,ISR,Israel,Asia,2016,74.34,A
ICUBPAED,Total paediatric ICU beds,Paediatric ICU,Total,RTOINPNB,Per 1 000 population,DEU,Germany,Europe,2016,0.01,A
ICUBCAVG,Critical care adult beds (average),Critical Care Adult ICU,Average,RTOINPNB,Per 1 000 population,NLD,Netherlands,Europe,2016,0.07,A
ICUORAVG,Total adult ICU occupancy rate (average),Adult ICU,Occupancy Rate,TXOCCUTX,% of available beds,AUS,Australia,Oceania,2016,68.9,A
ICUBAAVG,Total adult ICU beds (average),Adult ICU,Average,RTOALLNB,Per 100 000 population,TUR,Türkiye,Asia,2016,26.38,A
ICUBTOTA,Total ICU beds (average),Total ICU Beds,Average,RTOINPNB,Per 1 000 population,TUR,Türkiye,Asia,2016,0.42,A
ICUORAVG,Total adult ICU occupancy rate (average),Adult ICU,Occupancy Rate,TXOCCUTX,% of available beds,NLD,Netherlands,Europe,2016,73,A
ICUBCAVG,Critical care adult beds (average),Critical Care Adult ICU,Average,RTOALLNB,Per 100 000 population,ESP,Spain,Europe,2016,10.26,A
ICUBNEON,Total neonatal ICU beds,Neonatal ICU,Total,RTOALLNB,Per 100 000 population,ESP,Spain,Europe,2016,1.64,A
ICUBPAED,Total paediatric ICU beds,Paediatric ICU,Total,RTOALLNB,Per 100 000 population,AUT,Austria,Europe,2016,2.64,A
ICUBTOTA,Total ICU beds (average),Total ICU Beds,Average,RTOALLNB,Per 100 000 population,AUT,Austria,Europe,2016,27.71,A
ICUORAVG,Total adult ICU occupancy rate (average),Adult ICU,Occupancy Rate,TXOCCUTX,% of available beds,LVA,Latvia,Europe,2016,70.3,A
ICUBNEON,Total neonatal ICU beds,Neonatal ICU,Total,RTOINPNB,Per 1 000 population,AUT,Austria,Europe,2016,0.03,A
ICUBCAVG,Critical care adult beds (average),Critical Care Adult ICU,Average,RTOINPNB,Per 1 000 population,AUT,Austria,Europe,2016,0.13,A
ICUBAAVG,Total adult ICU beds (average),Adult ICU,Average,RTOINPNB,Per 1 000 population,LTU,Lithuania,Europe,2016,0.21,A
ICUBCAVG,Critical care adult beds (average),Critical Care Adult ICU,Average,RTOINPNB,Per 1 000 population,LVA,Latvia,Europe,2016,0.1,A
ICUBCAVG,Critical care adult beds (average),Critical Care Adult ICU,Average,RTOALLNB,Per 100 000 population,ISR,Israel,Asia,2016,9.48,A
ICUBNEON,Total neonatal ICU beds,Neonatal ICU,Total,RTOALLNB,Per 100 000 population,ISR,Israel,Asia,2016,9.1,A
ICUBCAVG,Critical care adult beds (average),Critical Care Adult ICU,Average,RTOALLNB,Per 100 000 population,FRA,France,Europe,2016,16.11,A
ICUORAVG,Total adult ICU occupancy rate (average),Adult ICU,Occupancy Rate,TXOCCUTX,% of available beds,AUT,Austria,Europe,2016,74.43,A
ICUBTOTA,Total ICU beds (average),Total ICU Beds,Average,RTOINPNB,Per 1 000 population,EST,Estonia,Europe,2016,0.37,A
ICUBNEON,Total neonatal ICU beds,Neonatal ICU,Total,RTOALLNB,Per 100 000 population,FRA,France,Europe,2016,2.89,A
ICUBAAVG,Total adult ICU beds (average),Adult ICU,Average,RTOINPNB,Per 1 000 population,ISR,Israel,Asia,2016,0.1,A
ICUBAMAX,Total adult ICU beds (maximum),Adult ICU,Maximum,RTOALLNB,Per 100 000 population,NLD,Netherlands,Europe,2016,12.55,A
ICUBCMAX,Critical care adult beds (maximum),Critical Care Adult ICU,Maximum,RTOINPNB,Per 1 000 population,ISR,Israel,Asia,2016,0.1,A
ICUBCAVG,Critical care adult beds (average),Critical Care Adult ICU,Average,RTOINPNB,Per 1 000 population,AUS,Australia,Oceania,2016,0.07,A
ICUBNEON,Total neonatal ICU beds,Neonatal ICU,Total,RTOINPNB,Per 1 000 population,CAN,Canada,North America,2016,0.04,A
ICUBAAVG,Total adult ICU beds (average),Adult ICU,Average,RTOINPNB,Per 1 000 population,DEU,Germany,Europe,2016,0.3,A
ICUBTOTA,Total ICU beds (average),Total ICU Beds,Average,RTOINPNB,Per 1 000 population,JPN,Japan,Asia,2016,0.18,A
ICUBPAED,Total paediatric ICU beds,Paediatric ICU,Total,RTOALLNB,Per 100 000 population,CAN,Canada,North America,2016,0.62,A
ICUBAAVG,Total adult ICU beds (average),Adult ICU,Average,RTOINPNB,Per 1 000 population,PRT,Portugal,Europe,2016,0.09,A
ICUBNEON,Total neonatal ICU beds,Neonatal ICU,Total,RTOALLNB,Per 100 000 population,DEU,Germany,Europe,2016,2.4,A
ICUBTOTA,Total ICU beds (average),Total ICU Beds,Average,RTOALLNB,Per 100 000 population,MEX,Mexico,North America,2016,7.13,A
ICUBNEON,Total neonatal ICU beds,Neonatal ICU,Total,RTOALLNB,Per 100 000 population,TUR,Türkiye,Asia,2016,13.8,A
ICUBAAVG,Total adult ICU beds (average),Adult ICU,Average,RTOALLNB,Per 100 000 population,JPN,Japan,Asia,2016,13.13,A
ICUBNEON,Total neonatal ICU beds,Neonatal ICU,Total,RTOINPNB,Per 1 000 population,PRT,Portugal,Europe,2016,0.02,A
ICUORAVG,Total adult ICU occupancy rate (average),Adult ICU,Occupancy Rate,TXOCCUTX,% of available beds,PRT,Portugal,Europe,2016,68.59,A
ICUBNEON,Total neonatal ICU beds,Neonatal ICU,Total,RTOINPNB,Per 1 000 population,DEU,Germany,Europe,2016,0.02,A
ICUBAAVG,Total adult ICU beds (average),Adult ICU,Average,RTOINPNB,Per 1 000 population,CAN,Canada,North America,2016,0.12,A
ICUBNEON,Total neonatal ICU beds,Neonatal ICU,Total,RTOALLNB,Per 100 000 population,JPN,Japan,Asia,2016,4.63,A
ICUBAAVG,Total adult ICU beds (average),Adult ICU,Average,RTOINPNB,Per 1 000 population,FRA,France,Europe,2016,0.27,A
ICUORAVG,Total adult ICU occupancy rate (average),Adult ICU,Occupancy Rate,TXOCCUTX,% of available beds,DEU,Germany,Europe,2016,81.4,A
ICUBPAED,Total paediatric ICU beds,Paediatric ICU,Total,RTOALLNB,Per 100 000 population,DEU,Germany,Europe,2016,1.07,A
ICUBNEON,Total neonatal ICU beds,Neonatal ICU,Total,RTOALLNB,Per 100 000 population,CAN,Canada,North America,2016,4.27,A
ICUBAAVG,Total adult ICU beds (average),Adult ICU,Average,RTOINPNB,Per 1 000 population,HUN,Hungary,Europe,2016,0.11,A
ICUBPAED,Total paediatric ICU beds,Paediatric ICU,Total,RTOINPNB,Per 1 000 population,TUR,Türkiye,Asia,2016,0.02,A
ICUBTOTA,Total ICU beds (average),Total ICU Beds,Average,RTOALLNB,Per 100 000 population,PRT,Portugal,Europe,2016,11.72,A
ICUBPAED,Total paediatric ICU beds,Paediatric ICU,Total,RTOALLNB,Per 100 000 population,PRT,Portugal,Europe,2016,0.72,A
ICUBCMAX,Critical care adult beds (maximum),Critical Care Adult ICU,Maximum,RTOINPNB,Per 1 000 population,FIN,Finland,Europe,2016,0.05,A
ICUBTOTA,Total ICU beds (average),Total ICU Beds,Average,RTOALLNB,Per 100 000 population,EST,Estonia,Europe,2016,36.97,A
ICUBPAED,Total paediatric ICU beds,Paediatric ICU,Total,RTOINPNB,Per 1 000 population,CAN,Canada,North America,2016,0.01,A
ICUBTOTA,Total ICU beds (average),Total ICU Beds,Average,RTOALLNB,Per 100 000 population,JPN,Japan,Asia,2016,17.83,A
ICUBAAVG,Total adult ICU beds (average),Adult ICU,Average,RTOALLNB,Per 100 000 population,AUT,Austria,Europe,2016,21.88,A
ICUBCAVG,Critical care adult beds (average),Critical Care Adult ICU,Average,RTOALLNB,Per 100 000 population,ITA,Italy,Europe,2016,8.13,A
ICUORMAX,Total adult ICU occupancy rate (maximum),Adult ICU,Occupancy Rate,TXOCCUTX,% of available beds,ISR,Israel,Asia,2016,81.07,A
ICUBTOTA,Total ICU beds (average),Total ICU Beds,Average,RTOALLNB,Per 100 000 population,LTU,Lithuania,Europe,2016,24.72,A
ICUBPAED,Total paediatric ICU beds,Paediatric ICU,Total,RTOALLNB,Per 100 000 population,JPN,Japan,Asia,2016,0.07,A
ICUBAAVG,Total adult ICU beds (average),Adult ICU,Average,RTOALLNB,Per 100 000 population,CHE,Switzerland,Europe,2016,10.03,A
ICUBPAED,Total paediatric ICU beds,Paediatric ICU,Total,RTOALLNB,Per 100 000 population,LTU,Lithuania,Europe,2016,3.38,A
ICUBPAED,Total paediatric ICU beds,Paediatric ICU,Total,RTOINPNB,Per 1 000 population,AUT,Austria,Europe,2016,0.03,A
ICUBTOTA,Total ICU beds (average),Total ICU Beds,Average,RTOINPNB,Per 1 000 population,AUT,Austria,Europe,2016,0.28,A
ICUBCAVG,Critical care adult beds (average),Critical Care Adult ICU,Average,RTOINPNB,Per 1 000 population,JPN,Japan,Asia,2016,0.09,A
ICUORAVG,Total adult ICU occupancy rate (average),Adult ICU,Occupancy Rate,TXOCCUTX,% of available beds,FRA,France,Europe,2016,84.52,A
ICUBNEON,Total neonatal ICU beds,Neonatal ICU,Total,RTOINPNB,Per 1 000 population,JPN,Japan,Asia,2016,0.05,A
ICUBPAED,Total paediatric ICU beds,Paediatric ICU,Total,RTOINPNB,Per 1 000 population,CHE,Switzerland,Europe,2016,0.01,A
ICUBTOTA,Total ICU beds (average),Total ICU Beds,Average,RTOALLNB,Per 100 000 population,DEU,Germany,Europe,2016,33.53,A
ICUBCAVG,Critical care adult beds (average),Critical Care Adult ICU,Average,RTOALLNB,Per 100 000 population,AUS,Australia,Oceania,2016,7.23,A
ICUBCAVG,Critical care adult beds (average),Critical Care Adult ICU,Average,RTOINPNB,Per 1 000 population,IRL,Ireland,Europe,2016,0.05,A
ICUBAAVG,Total adult ICU beds (average),Adult ICU,Average,RTOALLNB,Per 100 000 population,CAN,Canada,North America,2016,11.88,A
ICUBCAVG,Critical care adult beds (average),Critical Care Adult ICU,Average,RTOINPNB,Per 1 000 population,ISR,Israel,Asia,2016,0.09,A
ICUBAAVG,Total adult ICU beds (average),Adult ICU,Average,RTOALLNB,Per 100 000 population,PRT,Portugal,Europe,2016,8.53,A
ICUBAAVG,Total adult ICU beds (average),Adult ICU,Average,RTOINPNB,Per 1 000 population,AUS,Australia,Oceania,2016,0.08,A
ICUBTOTA,Total ICU beds (average),Total ICU Beds,Average,RTOINPNB,Per 1 000 population,PRT,Portugal,Europe,2016,0.12,A
ICUBNEON,Total neonatal ICU beds,Neonatal ICU,Total,RTOINPNB,Per 1 000 population,TUR,Türkiye,Asia,2016,0.14,A
ICUORAVG,Total adult ICU occupancy rate (average),Adult ICU,Occupancy Rate,TXOCCUTX,% of available beds,CHE,Switzerland,Europe,2016,79.26,A
ICUBCAVG,Critical care adult beds (average),Critical Care Adult ICU,Average,RTOINPNB,Per 1 000 population,TUR,Türkiye,Asia,2016,0.21,A
ICUBPAED,Total paediatric ICU beds,Paediatric ICU,Total,RTOALLNB,Per 100 000 population,TUR,Türkiye,Asia,2016,1.52,A
ICUBPAED,Total paediatric ICU beds,Paediatric ICU,Total,RTOINPNB,Per 1 000 population,PRT,Portugal,Europe,2016,0.01,A
ICUBPAED,Total paediatric ICU beds,Paediatric ICU,Total,RTOINPNB,Per 1 000 population,FRA,France,Europe,2016,0.02,A
ICUBTOTA,Total ICU beds (average),Total ICU Beds,Average,RTOALLNB,Per 100 000 population,TUR,Türkiye,Asia,2016,41.71,A
ICUBCAVG,Critical care adult beds (average),Critical Care Adult ICU,Average,RTOALLNB,Per 100 000 population,LVA,Latvia,Europe,2016,9.65,A
ICUBTOTA,Total ICU beds (average),Total ICU Beds,Average,RTOALLNB,Per 100 000 population,ISR,Israel,Asia,2016,20.75,A
ICUBTOTA,Total ICU beds (average),Total ICU Beds,Average,RTOINPNB,Per 1 000 population,CAN,Canada,North America,2016,0.17,A
ICUBAMAX,Total adult ICU beds (maximum),Adult ICU,Maximum,RTOALLNB,Per 100 000 population,ISR,Israel,Asia,2016,10.12,A
ICUBNEON,Total neonatal ICU beds,Neonatal ICU,Total,RTOINPNB,Per 1 000 population,ESP,Spain,Europe,2016,0.02,A
ICUBAAVG,Total adult ICU beds (average),Adult ICU,Average,RTOALLNB,Per 100 000 population,LTU,Lithuania,Europe,2016,21.34,A
ICUBAAVG,Total adult ICU beds (average),Adult ICU,Average,RTOINPNB,Per 1 000 population,AUT,Austria,Europe,2016,0.22,A
ICUBPAED,Total paediatric ICU beds,Paediatric ICU,Total,RTOALLNB,Per 100 000 population,ISR,Israel,Asia,2016,1.65,A
ICUBCAVG,Critical care adult beds (average),Critical Care Adult ICU,Average,RTOINPNB,Per 1 000 population,ITA,Italy,Europe,2016,0.08,A
ICUBAAVG,Total adult ICU beds (average),Adult ICU,Average,RTOINPNB,Per 1 000 population,CHE,Switzerland,Europe,2016,0.1,A
ICUBTOTA,Total ICU beds (average),Total ICU Beds,Average,RTOINPNB,Per 1 000 population,LTU,Lithuania,Europe,2016,0.25,A
ICUBNEON,Total neonatal ICU beds,Neonatal ICU,Total,RTOINPNB,Per 1 000 population,ISR,Israel,Asia,2016,0.09,A
ICUBAAVG,Total adult ICU beds (average),Adult ICU,Average,RTOALLNB,Per 100 000 population,FRA,France,Europe,2016,26.88,A
ICUBCAVG,Critical care adult beds (average),Critical Care Adult ICU,Average,RTOALLNB,Per 100 000 population,IRL,Ireland,Europe,2016,4.92,A
ICUBAMAX,Total adult ICU beds (maximum),Adult ICU,Maximum,RTOINPNB,Per 1 000 population,NLD,Netherlands,Europe,2016,0.13,A
ICUBTOTA,Total ICU beds (average),Total ICU Beds,Average,RTOINPNB,Per 1 000 population,FRA,France,Europe,2016,0.31,A
ICUBCAVG,Critical care adult beds (average),Critical Care Adult ICU,Average,RTOINPNB,Per 1 000 population,ESP,Spain,Europe,2016,0.1,A
ICUBCAVG,Critical care adult beds (average),Critical Care Adult ICU,Average,RTOALLNB,Per 100 000 population,AUT,Austria,Europe,2016,13.44,A
ICUBCAVG,Critical care adult beds (average),Critical Care Adult ICU,Average,RTOALLNB,Per 100 000 population,CHE,Switzerland,Europe,2016,7.79,A
ICUBAAVG,Total adult ICU beds (average),Adult ICU,Average,RTOALLNB,Per 100 000 population,AUS,Australia,Oceania,2016,7.53,A
ICUORAVG,Total adult ICU occupancy rate (average),Adult ICU,Occupancy Rate,TXOCCUTX,% of available beds,IRL,Ireland,Europe,2020,81,E
ICUBAAVG,Total adult ICU beds (average),Adult ICU,Average,RTOALLNB,Per 100 000 population,IRL,Ireland,Europe,2020,5.92,E
ICUORMAX,Total adult ICU occupancy rate (maximum),Adult ICU,Occupancy Rate,TXOCCUTX,% of available beds,IRL,Ireland,Europe,2020,91,E
ICUBCAVG,Critical care adult beds (average),Critical Care Adult ICU,Average,RTOALLNB,Per 100 000 population,LTU,Lithuania,Europe,2020,20.29,E
ICUBCMAX,Critical care adult beds (maximum),Critical Care Adult ICU,Maximum,RTOINPNB,Per 1 000 population,ESP,Spain,Europe,2020,0.2,E
ICUBCMAX,Critical care adult beds (maximum),Critical Care Adult ICU,Maximum,RTOALLNB,Per 100 000 population,IRL,Ireland,Europe,2020,7.28,E
ICUBAMAX,Total adult ICU beds (maximum),Adult ICU,Maximum,RTOINPNB,Per 1 000 population,IRL,Ireland,Europe,2020,0.07,E
ICUBCAVG,Critical care adult beds (average),Critical Care Adult ICU,Average,RTOINPNB,Per 1 000 population,LTU,Lithuania,Europe,2020,0.2,E
ICUBCMAX,Critical care adult beds (maximum),Critical Care Adult ICU,Maximum,RTOALLNB,Per 100 000 population,ESP,Spain,Europe,2020,19.6,E
ICUBAMAX,Total adult ICU beds (maximum),Adult ICU,Maximum,RTOINPNB,Per 1 000 population,ESP,Spain,Europe,2020,0.27,E
ICUBCAVG,Critical care adult beds (average),Critical Care Adult ICU,Average,RTOINPNB,Per 1 000 population,IRL,Ireland,Europe,2020,0.06,E
ICUBAMAX,Total adult ICU beds (maximum),Adult ICU,Maximum,RTOALLNB,Per 100 000 population,IRL,Ireland,Europe,2020,7.28,E
ICUBCMAX,Critical care adult beds (maximum),Critical Care Adult ICU,Maximum,RTOINPNB,Per 1 000 population,IRL,Ireland,Europe,2020,0.07,E
ICUBAAVG,Total adult ICU beds (average),Adult ICU,Average,RTOINPNB,Per 1 000 population,IRL,Ireland,Europe,2020,0.06,E
ICUORMAX,Total adult ICU occupancy rate (maximum),Adult ICU,Occupancy Rate,TXOCCUTX,% of available beds,AUS,Australia,Oceania,2020,80.9,E
